candidate_id,candidate_type,entity_type,left_entity_id,left_name,right_entity_id,right_name,string_similarity,embedding_similarity,system_decision,human_decision,reviewer,review_note
review_0255,fuzzy,Program,entity_7795,세계 전통 의상 체험 zone,entity_7796,세계 전통 놀이 체험 zone,0.875,,review,,,
review_0256,fuzzy,Program,entity_1768,개막 퍼포먼스,entity_9267,개막퍼포먼스,0.9231,,review,,,
review_0257,fuzzy,Program,entity_4300,체험행사,entity_10790,체험 행사,0.8889,,review,,,
review_0258,fuzzy,Program,entity_7030,페이스페인팅 체험,entity_10450,페이스페인팅 & 타투체험,0.9,,review,,,
review_0259,fuzzy,Product,entity_2592,오미자,entity_7677,오미자차,0.8571,,review,,,
review_0260,fuzzy,Product,entity_934,먹거리,entity_8370,먹거리들,0.8571,,review,,,
review_0261,fuzzy,Program,entity_2395,"왕릉 소리 갤러리 ‘자연의 소리, 제향의 울림’",entity_2399,"왕릉 소리갤러리 ‘자연의 소리, 제향의 울림",0.9778,,review,,,
review_0262,fuzzy,Program,entity_650,저잣거리 체험,entity_3605,저잣거리체험,0.9231,,review,,,
review_0263,fuzzy,Program,entity_1691,개막 축하공연,entity_5450,개막식 축하공연,0.9333,,review,,,
review_0264,fuzzy,Program,entity_2714,천연 염색,entity_10233,천연염색,0.8889,,review,,,
review_0265,fuzzy,Program,entity_2604,레이저쇼,entity_4709,레이저 쇼,0.8889,,review,,,
review_0266,fuzzy,Program,entity_5594,여는 마당,entity_9140,여는마당,0.8889,,review,,,
review_0267,fuzzy,Product,entity_892,지역 농특산물,entity_6846,지역농수특산물,0.8571,,review,,,
review_0268,fuzzy,Program,entity_205,축하공연,entity_4761,축하 공연,0.8889,,review,,,
review_0269,fuzzy,Program,entity_1569,아트 프리마켓,entity_1594,아트프리마켓,0.9231,,review,,,
review_0270,fuzzy,Program,entity_3061,DJ 파티,entity_4651,DJ파티,0.8889,,review,,,
review_0271,fuzzy,Program,entity_7508,폐막식/공연,entity_10748,폐막식 축하공연(행복드림 콘서트),0.8571,,review,,,
review_0272,fuzzy,Theme,entity_9049,어린이의 권리 증진,entity_9213,어린이들의 권익 증진,0.8571,,review,,,
review_0273,fuzzy,Program,entity_1390,드론라이트쇼,entity_1446,드론 라이트 쇼,0.8571,,review,,,
review_0274,fuzzy,Product,entity_17,수제 맥주,entity_1248,수제맥주,0.8889,,review,,,
review_0275,fuzzy,Program,entity_5996,360도 포토존,entity_6474,360 포토존,0.9333,,review,,,
review_0276,fuzzy,Program,entity_2276,참여 프로그램,entity_2788,참여형 프로그램,0.9333,,review,,,
review_0277,fuzzy,Program,entity_5198,지역 농축산물 판매,entity_5772,지역 농특산물 판매장,0.8571,,review,,,
review_0278,fuzzy,Program,entity_1496,퍼레이드공연,entity_4560,퍼레이드 공연(동미자전거음악단),0.9231,,review,,,
review_0279,fuzzy,Program,entity_485,농특산품 판매장(4개소),entity_8121,농특산물 판매장,0.875,,review,,,
review_0280,fuzzy,Program,entity_5772,지역 농특산물 판매장,entity_11202,지역 농특산품 판매장,0.9091,,review,,,
review_0281,fuzzy,Program,entity_22,체험 프로그램,entity_657,체험프로그램,0.9231,,review,,,
review_0282,fuzzy,Program,entity_1593,정책홍보,entity_9367,정책홍보관,0.8889,,review,,,
review_0283,fuzzy,Program,entity_6355,봄밤 콘서트 PART 1,entity_6356,봄밤 콘서트 PART 2,0.9231,,review,,,
review_0284,fuzzy,Program,entity_7413,어린이 합창,entity_10194,어린이 합창단,0.9231,,review,,,
review_0285,fuzzy,Program,entity_1140,전통공연,entity_6253,전통 공연,0.8889,,review,,,
review_0286,fuzzy,Program,entity_736,개막공연,entity_6284,개막식공연,0.8889,,review,,,
review_0287,fuzzy,Program,entity_410,수문장 교대의식,entity_4542,수문장 교대식,0.9333,,review,,,
review_0288,fuzzy,Program,entity_7131,e스포츠 대회,entity_7316,e스포츠대회,0.9231,,review,,,
review_0289,fuzzy,Program,entity_8447,성년을 맞은 너와 나,entity_8454,성년을 맞은 너와나,0.9524,,review,,,
review_0290,fuzzy,Program,entity_1075,전통놀이 체험,entity_6342,전통놀이체험,0.9231,,review,,,
review_0291,fuzzy,Program,entity_6482,수문장교대의식,entity_7488,수문장교대식,0.9231,,review,,,
review_0292,fuzzy,Program,entity_7083,부스 프로그램,entity_7876,부스프로그램,0.9231,,review,,,
review_0293,fuzzy,Program,entity_4542,수문장 교대식,entity_6482,수문장교대의식,0.8571,,review,,,
review_0294,fuzzy,Program,entity_454,기획전,entity_3472,기획전시,0.8571,,review,,,
review_0295,fuzzy,Location,entity_1994,밀양강,entity_1995,밀양강변,0.8571,,review,,,
review_0296,fuzzy,Program,entity_4025,폐막식&불꽃쇼,entity_10954,폐막 불꽃쇼,0.9231,,review,,,
review_0297,fuzzy,Program,entity_8604,재즈공연,entity_10204,재즈 공연,0.8889,,review,,,
review_0298,fuzzy,Program,entity_8752,도전-사과 선별 로또,entity_8758,도전-사과선별로또,0.9,,review,,,
review_0299,fuzzy,Audience,entity_835,지역주민,entity_1915,지역 주민,0.8889,,review,,,
review_0300,fuzzy,Program,entity_8599,바람개비만들기,entity_9172,바람개비 만들기,0.9333,,review,,,
review_0301,fuzzy,Program,entity_3620,메인 무대 공연,entity_11094,메인무대 공연,0.9333,,review,,,
review_0302,fuzzy,Program,entity_2610,어린이&가족체험,entity_3542,어린이가족체험존,0.875,,review,,,
review_0303,fuzzy,Audience,entity_506,가족 단위 방문객,entity_8591,가족 단위 방문객들,0.9474,,review,,,
review_0304,fuzzy,Program,entity_3612,영수증 이벤트,entity_7232,영수증이벤트,0.9231,,review,,,
review_0305,fuzzy,Program,entity_2067,충장 W(world) 퍼레이드,entity_2070,충장 O(original) 퍼레이드,0.8889,,review,,,
review_0306,fuzzy,Program,entity_2438,지역예술인 공연,entity_6857,지역예술인공연,0.9333,,review,,,
review_0307,fuzzy,Program,entity_4021,개막축하공연,entity_6060,개막 축하 공연,0.8571,,review,,,
review_0308,fuzzy,Festival,entity_3349,2026 안산 e스포츠 페스티벌,entity_5788,2026 경주 e스포츠 페스티벌,0.8824,,review,,,
review_0309,fuzzy,Program,entity_2017,개‧폐막공연,entity_11472,개/폐막식공연,0.9231,,review,,,
review_0310,fuzzy,Location,entity_36,경기전,entity_8143,경기전앞,0.8571,,review,,,
review_0311,fuzzy,Program,entity_1241,물레체험,entity_10059,물레 체험,0.8889,,review,,,
review_0312,fuzzy,Program,entity_6960,수박 이벤트,entity_9825,수박 게임이벤트,0.8571,,review,,,
review_0313,fuzzy,Program,entity_7555,"공예롭게, 담다",entity_7556,"공예롭게, 잇다",0.8571,,review,,,
review_0314,fuzzy,Product,entity_892,지역 농특산물,entity_4078,지역 특산물,0.9231,,review,,,
review_0315,fuzzy,Program,entity_5292,어린이 체험프로그램,entity_6289,어린이체험프로그램,0.9474,,review,,,
review_0316,fuzzy,Program,entity_2508,전통민속놀이체험,entity_6342,전통놀이체험,0.8571,,review,,,
review_0317,fuzzy,Program,entity_1511,이벤트,entity_4324,이벤트존,0.8571,,review,,,
review_0318,fuzzy,Program,entity_11070,스케이트,entity_11243,스케이트장,0.8889,,review,,,
review_0319,fuzzy,Location,entity_1553,광안리해수욕장,entity_4684,광안리 해수욕장,0.9333,,review,,,
review_0320,fuzzy,Program,entity_2824,맨손활어잡기,entity_7489,맨손으로활어잡기,0.8571,,review,,,
review_0321,fuzzy,Program,entity_2572,전통·문화 체험,entity_4514,전통문화 체험,0.9333,,review,,,
review_0322,fuzzy,Program,entity_729,터치 더 피아노,entity_3296,터치더피아노,0.8571,,review,,,
review_0323,fuzzy,Location,entity_1247,장안1수변공원,entity_9944,장안1 수변공원,0.9333,,review,,,
review_0324,fuzzy,Program,entity_8961,바다멍소리명상,entity_8965,바다멍소리영상,0.8571,,review,,,
review_0325,fuzzy,Program,entity_382,특별공연,entity_5938,특별 공연,0.8889,,review,,,
review_0326,fuzzy,Program,entity_7070,댄스 경연대회,entity_10750,댄스경연대회,0.9231,,review,,,
review_0327,fuzzy,Program,entity_3337,개/폐막 공연,entity_11472,개/폐막식공연,0.8571,,review,,,
review_0328,fuzzy,Program,entity_614,농특산물 판매,entity_10781,농특산물 판매존,0.9333,,review,,,
review_0329,fuzzy,Program,entity_5995,저글링쇼,entity_10222,저글링,0.8571,,review,,,
review_0330,fuzzy,Audience,entity_3058,국내외 관광객,entity_6556,국내외 관광객들,0.9333,,review,,,
review_0331,fuzzy,Program,entity_4365,요리경연(일반부문),entity_8641,요리 경연,0.8889,,review,,,
review_0332,fuzzy,Product,entity_8371,지역농특산물,entity_10427,지역 농·특산물,0.8571,,review,,,
review_0333,fuzzy,Program,entity_1204,프리마켓존,entity_2476,프리마켓,0.8889,,review,,,
review_0334,fuzzy,Program,entity_7556,"공예롭게, 잇다",entity_7557,"공예롭게, 놀다",0.8571,,review,,,
review_0335,fuzzy,Program,entity_540,푸드 라운지,entity_7238,푸드코트 라운지,0.8571,,review,,,
review_0336,fuzzy,Program,entity_4921,SNS 인증샷 이벤트,entity_10766,SNS 인증 이벤트(상권 내 사용 가능 쿠폰 제공),0.9524,,review,,,
review_0337,fuzzy,Festival,entity_9426,K-일러스트레이션페어 마곡 2026,entity_9755,K-일러스트레이션페어 부산 2026,0.8947,,review,,,
review_0338,fuzzy,Program,entity_6607,와인아카데미,entity_6990,와인 아카데미,0.9231,,review,,,
review_0339,fuzzy,Program,entity_5199,로컬푸드 판매,entity_6505,로컬푸드판매장,0.8571,,review,,,
review_0340,fuzzy,Location,entity_5266,다대포해수욕장,entity_5283,다대포 해수욕장,0.9333,,review,,,
review_0341,fuzzy,Program,entity_272,지역 공연,entity_2817,지역공연,0.8889,,review,,,
review_0342,fuzzy,Program,entity_1997,워터슬라이드,entity_4382,워터 슬라이드,0.9231,,review,,,
review_0343,fuzzy,Program,entity_926,어린이 놀이터,entity_6966,어린이 물놀이,0.8571,,review,,,
review_0344,fuzzy,Program,entity_7989,김밥 판매부스,entity_11035,김밥판매부스(로컬/일반),0.9231,,review,,,
review_0345,fuzzy,Program,entity_7565,OASIS EXPANDED Ⅰ,entity_7566,OASIS EXPANDED Ⅱ,0.9375,,review,,,
review_0346,fuzzy,Program,entity_379,식전축하공연,entity_10327,식전 축하공연,0.9231,,review,,,
review_0347,fuzzy,Location,entity_10359,주경기장앞,entity_10365,주경기장,0.8889,,review,,,
review_0348,fuzzy,Program,entity_2017,개‧폐막공연,entity_3760,개/폐막식 공연,0.8571,,review,,,
review_0349,fuzzy,Program,entity_850,가족 체험 프로그램,entity_7710,가족단위 체험프로그램,0.8571,,review,,,
review_0350,fuzzy,Program,entity_2004,DJ 공연,entity_3309,DJ공연,0.8889,,review,,,
review_0351,fuzzy,Program,entity_8823,힐링 쉼터,entity_8833,힐링쉼터,0.8889,,review,,,
review_0352,fuzzy,Program,entity_5868,특별전,entity_7755,특별전시,0.8571,,review,,,
review_0353,fuzzy,Program,entity_3203,상시체험(20종),entity_3996,상시체험존,0.8889,,review,,,
review_0354,fuzzy,Program,entity_2069,충장 K(korea) 퍼레이드,entity_2070,충장 O(original) 퍼레이드,0.8889,,review,,,
review_0355,fuzzy,Program,entity_1859,어린이 체험 프로그램,entity_6289,어린이체험프로그램,0.9,,review,,,
review_0356,fuzzy,Program,entity_872,갯골 전국 미술대회,entity_879,갯골전국 미술대회,0.9474,,review,,,
review_0357,fuzzy,Product,entity_4363,지역 농축특산물,entity_5201,지역 농축산물,0.9333,,review,,,
review_0358,fuzzy,Program,entity_2986,푸드트럭 운영,entity_10711,푸드트럭운영,0.9231,,review,,,
review_0359,fuzzy,Program,entity_4021,개막축하공연,entity_5450,개막식 축하공연,0.8571,,review,,,
review_0360,fuzzy,Program,entity_6342,전통놀이체험,entity_9344,전통 놀이 체험,0.8571,,review,,,
review_0361,fuzzy,Program,entity_3337,개/폐막 공연,entity_3760,개/폐막식 공연,0.9333,,review,,,
review_0362,fuzzy,Program,entity_1409,어린이 공연,entity_7612,어린이 특별공연,0.8571,,review,,,
review_0363,fuzzy,Product,entity_4078,지역 특산물,entity_4363,지역 농축특산물,0.8571,,review,,,
review_0364,fuzzy,Program,entity_9728,멸치회 무료 시식,entity_9735,멸치회 무료 시식회,0.9474,,review,,,
review_0365,fuzzy,Program,entity_631,전통연희극,entity_8216,전통연희,0.8889,,review,,,
review_0366,fuzzy,Program,entity_4324,이벤트존,entity_8044,이벤트 존,0.8889,,review,,,
review_0367,fuzzy,Program,entity_144,버스킹,entity_4290,버스킹존,0.8571,,review,,,
review_0368,fuzzy,Program,entity_2631,라디오공개방송,entity_3424,라디오 공개방송,0.9333,,review,,,
review_0369,fuzzy,Program,entity_9307,희망불씨 채화,entity_9313,희망불 채화,0.9231,,review,,,
review_0370,fuzzy,Program,entity_11066,눈썰매,entity_11091,눈썰매장,0.8571,,review,,,
review_0371,fuzzy,Program,entity_1069,거리퍼레이드,entity_2899,거리댄스퍼레이드,0.8571,,review,,,
review_0372,fuzzy,Program,entity_1183,전통문화예술공연,entity_10733,전통예술공연,0.8571,,review,,,
review_0373,fuzzy,Audience,entity_423,시민과 관광객,entity_2350,시민과 관람객,0.8571,,review,,,
review_0374,fuzzy,Product,entity_4363,지역 농축특산물,entity_10427,지역 농·특산물,0.875,,review,,,
review_0375,fuzzy,Program,entity_9974,옹기먹거리장터,entity_9980,옹기먹거리 장터,0.9333,,review,,,
review_0376,fuzzy,Product,entity_1277,가공식품,entity_4194,가공품,0.8571,,review,,,
review_0377,fuzzy,Festival,entity_3349,2026 안산 e스포츠 페스티벌,entity_6082,2026 홍천 e스포츠 페스티벌,0.8824,,review,,,
review_0378,fuzzy,Program,entity_4660,꽃대림 개막식,entity_4661,꽃대림 폐막식,0.8571,,review,,,
